视频ID,评论ID,用户昵称,用户ID,评论内容,发布时间,点赞数,回复数量,用户头像
7455881115727891755,7467020983191503659,meraᥫ᭡,28797028,😍😍😍😍,2025-02-03 10:55:22,0,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/97b15d0f22b0c66e9bfbb75c6f15f46e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b37977f3&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=asQndjpmSSqYxKpUJDDQwSKmQKo%3D
7455881115727891755,7521674252882739999,🎀Lyia Nykole🎀,6840963245823673350,I got this wig for graduation good asf long thick and holds curls,2025-06-30 17:39:00,0,12,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f43c3e3384841af6982090fc97f6a4d0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9bd661b3&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=%2Fq28DWW7koi0s6u5yFEnMxmoD1c%3D
7455881115727891755,7463910888245920543,$ade-$a’Naii 🦋,3142213,How many inches is this ?,2025-01-26 01:46:55,0,2,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e802827026c44859af9d63cbc14f0fcf~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=0bb932ee&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=KFOJ9rykRwGjCDPR8jz0Pa%2F1yPQ%3D
7455881115727891755,7462993803021206315,Lovinme03_,6783531182740030470,Can I dye this hair & put heat on it?,2025-01-23 14:28:18,0,1,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0c9e60ae268766c288272cc1981fcc47~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=e7d44967&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=YJNnbmpjWpsJN1Q4d2n93U72Uzc%3D
7455881115727891755,7468403785687368494,kayy.mulxh,6852913472566068229,How’s the lace is it thin?,2025-02-07 04:21:29,0,1,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a6651033bf671ae55cd544863e4fe8a7~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=3a84d700&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=xX0BM9sX7todZ7WCFRudGowzZa8%3D
7455881115727891755,7545913749614953247,bre_da.biggest,7282915667426886702,Wig fye asf ! True to length & it’s thickkkk .,2025-09-04 01:19:37,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/56bd71bef57b033abfde672ac8820f8d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=5703e3ba&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=6jTziM6s2UfND%2B7T0hV6P%2BikmDk%3D
7455881115727891755,7525290898423612215,joe goldbergs true love,192877376555655168,bow,2025-07-10 11:32:15,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351158711080976426~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=98cab565&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=aJhP5UFXdZ9a5O5D2xKA7N5hShE%3D
7455881115727891755,7575204241879827231,keshana,6772573504204030981,Is it body wave ??,2025-11-21 23:41:45,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/417bf85ae3c00e23435bee82622e45bd~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b4e4eefd&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=N2kdX93HJDhESVu4i5v50Z5RXqI%3D
7550810284273831199,7559656259487679262,DeeDee 🤷🏾‍♀️,6934505320727856133,Every blonde is black girl blonde ❤️❤,2025-10-11 02:07:56,693,1,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6a1ad933d8b4130199d954de3881e87f~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=6418283f&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=aIIFk4D7dD5ejbI8GdG0uSkEzmM%3D
7550810284273831199,7578715723817599758,L E N A,7167688232036844587,blonde onna darkskin is top tier😍,2025-12-01 10:47:59,25,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8378e82548351ded1d6046540a5fd54e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=f4b69056&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=QXth8v5R0NWJVslVz4TZEmPifqE%3D
7550810284273831199,7566140252039119671,Wilnise🍒🐅🫧,6752288257336263686, [photo],2025-10-28 13:29:12,8,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/55e9eb107080c767f25b56873f3a0729~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=9f014843&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=rQcKAxmnbtQzDS8qzGYQiXm3zek%3D
7550810284273831199,7550930944958956319,RS,7124787327524127786, [photo],2025-09-17 13:49:32,161,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/dd7ae41850fb20c0d6ec82653ba86c5c~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1180efce&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=2Q6F6FmB7XtWKc86XsbYEDv2CPU%3D
7550810284273831199,7572107914362536718,tinyy.jc,7405880722407588906,I’ve reinstalled this wig about 5 times already and still aint bald shoutout to hot star!!,2025-11-13 15:26:34,16,1,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/105d55afa32d321c4d8b9df95304c2e4~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=6d47296d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=1UnNR29BR1pHjxWBX2kHc6GBn%2Bs%3D
7550810284273831199,7550858852067361550,kia,7035422260941358086,wig from?,2025-09-17 09:09:10,93,9,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4c753374b630852ba5edb1c99bbf061e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=6be1d3ba&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Cfzy%2BlbFS95A%2BKOWjo6wmVNn9Ag%3D
7550810284273831199,7560154725791466270,F. A. I. D. A 💕,6617715899975942149,😍😍😍😍 [photo],2025-10-12 10:21:56,5,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/241f6e6dbd7b2d50e7703f11ba0cc9bc~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=c509eed1&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=hoX2gXrsUaaoL0MVnsd%2FvuxsaJA%3D
7550810284273831199,7553293981325525774,tylia,6709520064431096838,baddie,2025-09-23 22:38:37,0,2,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7c525c12697d30babd05479e1bf609ea~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=5dcaadd5&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=gScIuBoVV1TAVqEtKzm0Dpqwy30%3D
7550810284273831199,7574540278423077687,jae,6897740578727363589,beautiful,2025-11-20 04:45:17,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/59c775c2c86eab971c5872a95ffa90d5~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=878f7a99&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=QYK8JWvo%2F2mVSUK%2FiSkLWZavJd4%3D
7550810284273831199,7576140470842606367,des,7222714258135778347,omgggg😍😍😍,2025-11-24 12:14:55,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/16ecf7c28c011668d90576c8db96c2af~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=d26334a5&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=SGFwuWnm35mTe9U3nWf3MAQ9DRg%3D
7550810284273831199,7567548186837009183,🫦,7341428249804047402, [photo],2025-11-01 08:32:27,12,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/9a72e2c700ec7e5eb17dfe681479fd9d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b455af49&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=8Q4M8k2vIoebvNa%2FjhbAqBYdrRU%3D
7550810284273831199,7577124801686717215,g☀️,7295164908022187051,next semester,2025-11-27 03:54:32,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/f065ccab6318c11caf529277f31fd792~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=c75b4083&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=3sqcymBskVW0kDyDA%2FApHkT%2FbAc%3D
7550810284273831199,7576123713717519134,✨𝐊𝐞𝐧𝐧𝐞𝐝𝐲✨,6894027130176226309,A doll! 💕,2025-11-24 11:09:42,1,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/9a61395c0c8712fa8edd24ea3228c431~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=e74610c0&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=HYyQXQyaz2lM8Pv4g9URNtctXSc%3D
7550810284273831199,7550872809514615583,blacklunawigwholesale,7546174413567509559,613 wig 🥰,2025-09-17 10:03:12,6,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cbc5ab3b9bffa606c548926eb7e3229a~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=4e8289d7&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=LZ0BM1xQfvq1oDd9IZKxYoBelCk%3D
7550810284273831199,7550815450894336823,kyla,7538543093034615822,God Bless you all,2025-09-17 06:21:11,5,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ddf5e4ee3e47a7f61b51505ec2005b14~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=0e715c18&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=uvZ8gkQRDmuP8vT%2Fbiz4PPXbMCQ%3D
7550810284273831199,7560793980003975967,destini anya,182679328810434560,I knew you looks familiar off raud show,2025-10-14 03:42:30,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2dc50755f1042d7875b54ea3b41929ea~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=e72513eb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=vrvIKFeivn2iOUuAGrAwlxKvI3I%3D
7550810284273831199,7553066248008074039,Msgetwhateveriwant,7476549462073312302,I want this Barbie!!😍😍,2025-09-23 07:54:57,65,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/07a3e0cd8bb0446385442b98a13df7e5~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=4898a964&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=vVwjVfqg2b2ZqJgT61sjhUavxkQ%3D
7550810284273831199,7559433176767333151,riy.with.da.fye,6963030279105020934,Ur so stunning,2025-10-10 11:42:09,12,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/916b6a2074b34253bdc4c61c0aab4353~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=af782f60&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=cJDDtYFYYWF9x4067cu46JiDX8g%3D
7550810284273831199,7574716602890601247,amani??,7102590236073346090,Omgggg 😻😻,2025-11-20 16:10:29,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/15854ac7cba716240b122496ecfa61a9~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=30513cc9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=9YM3%2BcbfYlJ6UhqgysqX8Ea15vI%3D
7550810284273831199,7574462334362895118,Nat nat,7074770576837395499,I love everything about you 😍😍,2025-11-19 23:42:57,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4beaa23083ad1341d499fc661a2463e4~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=cdb1ef51&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=73MnGYqAVY4l3lIc6CMZjjoE6hY%3D
7550810284273831199,7577928072143667981,naysiaa,7264101615668560942,did you tone this???,2025-11-29 07:51:33,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/460be5b07d16a3070e24155a815cb16e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=4abab5a2&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=sfWugw%2BD%2Bdklt8yIgV7LqflQUYI%3D
7550810284273831199,7575462563242328846,Leah,6722119971877291014,I wish my skin was like this🫩you’re blessed,2025-11-22 16:25:40,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd2288e4898889a12601a3080b8ab1a6~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b4ab3b69&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=PjdFxnns5%2BF0x05IuFugME4LfT8%3D
7550810284273831199,7564012851783418679,.,158857736078626816,Teaa,2025-10-22 19:53:53,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346024746586210346~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=f8ae5b38&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=AnI6M6eDEYFBGzN00TSj8AMI1xs%3D
7550810284273831199,7561290127017902879,briniqueee,6800719928200053766,Yesss,2025-10-15 11:48:14,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/10f31fdefb0eadb83444b22790538ee0~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=99c9acf1&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=pBX5S6dkmJbvv0MJPui1qmKjg84%3D
7550810284273831199,7572815978616029983,dakotaa.love,6721057227745182726,TO MUCH ICEEEE ❄️🥶🧊,2025-11-15 13:14:12,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/16917a8c59b1e07bc04cb48ad0388603~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=901c5032&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=kfkCc5rOeT6VliXTR0AMDDaUX8w%3D
7550810284273831199,7563334021725537055,nylahdenisee,7104409315798598702,Tea 😍,2025-10-20 23:59:29,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b2fd03dca8b8085011e3d52962c08afa~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=bfcd9e7d&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=WBb8j5UHttbP2a2N6lFJti268y0%3D
7550810284273831199,7561316019274449695,KPOT,188622097664098304, [photo],2025-10-15 13:28:41,2,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/46250f8f228b2b0e2016245fa8b2294b~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=f86ef74f&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=PAwVZk6Pn85E6XT4vErgj%2FbHFCE%3D
7550810284273831199,7563818094930461471,🤍🤍,6573455938371059717,Chocolate droppp😍😍,2025-10-22 07:17:34,1,0,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/2331cb06078684eb48419c238520ed6b~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=81dd9684&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=epZLYtSBRvTf90%2Bsfuvb4KqOd4w%3D
7550810284273831199,7561238432502203167,k3 🩶,6979439593779774469,mhmm 😍😍😍,2025-10-15 08:27:11,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/423e28ec3606aa026466e8bdbbfb328c~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=94927bd9&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=jCVOt6hwTx2rnG4MhJVN7FLu1ic%3D
7550810284273831199,7563346944355484447,t5,6786334242782053381,skin😍😍😍,2025-10-21 00:49:30,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/498a86c3dff2242c770b3e655e64cfb7~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=1e411934&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=kI1XCOLPGcs9OoTzUDtpIUw9WcY%3D
7550810284273831199,7559816015744369439,_.zaniiyah,6909974964569883654,oh yes hunny😩😩😍😍😍😍😍,2025-10-11 12:27:31,1,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/09063866d6b9f9436ce9612af5efceb5~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=4848ef67&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=kKb0E8yYbgK7tvnjGytmBDhoaXU%3D
7550810284273831199,7563321769601401630,Nani,7035541786730906629,OMGGGGG,2025-10-20 23:11:47,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/5320368b28f4f2a075a3c692893be500~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=4b53c4de&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=RCSQpXUUFUnA0A%2BjYY2696cmsZ8%3D
7550810284273831199,7577904472374903582,A M Y A H,7307729307808711726,Cutieeee😍,2025-11-29 06:19:52,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a2f4c569539d13c850d1e117805b7fee~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=8f1ac3f6&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=HcGWDNPs8q%2BxrJezXv14lc3mrsM%3D
7550810284273831199,7561310763874779934,NISHA☆,6888309400928699397,😍😍😍doll shittt,2025-10-15 13:08:35,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1221f2f6082192883f65a1183478a86d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=52772006&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=9xkahI5gUsClYSCBXPVxTplZHvI%3D
7550810284273831199,7565652560561554231,_simplyjazzell,6528190582131528704,Wow beautiful 😍,2025-10-27 05:56:30,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/02a77cc4c6e992305c1906b8cef6f494~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=0b2f6f63&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=2OnlFNKz7CRXJEj8TIAfkgKl%2F78%3D
7550810284273831199,7560525513208414989,…,6490497780032765954,ughhhh just almost..,2025-10-13 10:20:46,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/98934bfed4a858515e6a7da95be3e47b~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=2e91a399&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Nn5jrfKaQW8vAtSpQfklCBBeZvM%3D
7550810284273831199,7567969686080848695,🌹,7124525821509714990,Your skin 😍😍,2025-11-02 11:48:04,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e08fd3bacd2f9db6dcc26b6d39b0516e~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=bed20c9b&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=YQWhn7lI%2FOHnwAmbYpwzysNuS%2FA%3D
7550810284273831199,7562745817564857101,🌺,6610101193778085893,beautiful,2025-10-19 09:56:38,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/5e86c373ad3bb5078734f80c95c71784~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=ba34caeb&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=F%2BPg%2B8oxItsaAWkH68VIBsQTs3k%3D
7550810284273831199,7550814008837882632,Jorge Omar,7378153931869897733,en México tienes un fan,2025-09-17 06:15:15,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/be2ccd0d715015a6d3fdced98fcf5951~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=2905b34a&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=WhAzZT7ezYoPLwqT8zMneO1oUZE%3D
7550810284273831199,7560014373113725709,💋,7045568396746474501,I love my baddies 💋,2025-10-12 01:17:20,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d4633577095de23fd6d87feec75df3b5~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=5a493da7&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=9cMgcPE%2BpBHZiJMBYgEKMfIvxZI%3D
7550810284273831199,7560048694856712974,a,7039154093578847238,llolooooookkkkthe,2025-10-12 03:30:28,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4798b11541f77d7a2966a813852c0af8~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=a1fd7721&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=VOU2bz2C0HYbYALD8I5ZsXRs3A8%3D
7550810284273831199,7559981172341932855,geekishmilly,7380341222208767022,u gorgeous,2025-10-11 23:08:47,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/847af3ca9a29dffef26f63304e74ff9d~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=e169e891&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=VVh3GVgL0XVFpfEZVryBnpZ9%2Fm8%3D
7550810284273831199,7560129291002938126,𝐂𝐡𝐚𝐫𝐢𝐬𝐦𝐚.,6805188231392314373, [photo],2025-10-12 08:43:17,0,0,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a79c8d60091b2b26a484bc7324e0f1e9~tplv-tiktokx-cropcenter-q:100:100:q70.webp?dr=8835&idc=useast8&ps=87d6e48a&refresh_token=b8c4427f&s=COMMENT_LIST&sc=avatar&shcp=ff37627b&shp=30310797&t=223449c4&x-expires=1765274400&x-signature=Xr9lq1N5pSqMwRYFXFTopr7a620%3D
